Aast;43.283333;-0.083333
Abainville;48.533333;5.5
Abancourt;50.233333;3.216667
Abancourt;49.7;1.766667
Abaucourt;48.9;6.25
Abbans-Dessous;47.133333;5.883333
Abbans-Dessus;47.116667;5.883333
Abbaretz;47.55;-1.533333
Abbecourt;49.366667;2.15
Abbécourt;49.6;3.183333
Abbenans;47.5;6.45
Abbeville;50.1;1.833333
Abbéville-la-Rivière;48.35;2.166667
Abbéville-lès-Conflans;49.2;5.85
Abbeville-Saint-Lucien;49.516667;2.166667
Abbévillers;47.433333;6.916667
Abeilhan;43.45;3.3
Abelcourt;47.783333;6.3
Abère;43.383333;-0.166667
Abergement-la-Ronce;47.066667;5.383333
Abergement-le-Grand;46.916667;5.683333
Abergement-le-Petit;46.9;5.7
Abergement-lès-Thésy;46.916667;5.933333
Abidos;43.4;-0.616667
Abitain;43.416667;-0.983333
Ablain-Saint-Nazaire;50.383333;2.716667
Ablainzevelle;50.15;2.733333
Ablancourt;48.816667;4.533333
Ableiges;49.083333;1.983333
Ablis;48.516667;1.841667
Ablon;49.4;0.3
Ablon-sur-Seine;48.716667;2.416667
Aboën;45.416667;4.133333
Aboncourt;49.266667;6.35
Aboncourt;48.358333;5.966667
Aboncourt-sur-Seille;48.816667;6.35
Abondance;46.283333;6.733333
Abondant;48.783333;1.433333
Abos;43.35;-0.566667
Abreschviller;48.633333;7.1
Abrest;46.1;3.433333
Abriès;44.783333;6.933333
Abscon;50.333333;3.3
Abzac;46.1;0.7
Abzac;45.016667;-0.133333
Accolans;47.5;6.533333
Accolay;47.666667;3.716667
Accons;44.9;4.383333
Accous;42.983333;-0.6
Achain;48.916667;6.583333
Achen;49.05;7.183333
Achenheim;48.583333;7.633333
Achères;47.283333;2.466667
Achères;48.966667;2.066667
Achères-la-Forêt;48.35;2.566667
Achery;49.683333;3.383333
Acheux-en-Amiénois;50.066667;2.533333
Acheux-en-Vimeu;50.066667;1.683333
Acheville;50.383333;2.883333
Achey;47.566667;5.6
Achicourt;50.266667;2.766667
Achiet-le-Grand;50.133333;2.783333
Achiet-le-Petit;50.116667;2.75
Achun;47.116667;3.666667
Achy;49.566667;1.95
Acigné;48.133333;-1.533333
Aclou;49.166667;0.7
Acon;48.766667;1.1
Acq;50.35;2.65
Acqueville;49.608333;-1.75
Acquigny;49.166667;1.183333
Acy;49.35;3.416667
Acy-en-Multien;49.1;2.966667
Acy-Romance;49.5;4.333333
Adaincourt;49;6.433333
Adainville;48.716667;1.65
Adam-lès-Passavant;47.3;6.366667
Adam-lès-Vercel;47.166667;6.4
Adamswiller;48.9;7.2
Adast;42.966667;-0.083333
Adé;43.133333;-0.033333
Adelange;49;6.616667
Adilly;46.683333;-0.316667
Adinfer;50.183333;2.7
Adissan;43.533333;3.433333
Adon;47.766667;2.8
Adriers;46.25;0.8
Afa;41.983333;8.8
Affieux;45.516667;1.75
Affléville;49.266667;5.766667
Affoux;45.833333;4.4
Affracourt;48.466667;6.166667
Affringues;50.683333;2.066667
Agassac;43.366667;0.883333
Agde;43.316667;3.466667
Agel;43.333333;2.85
Agen;44.2;0.633333
Agen-d'Aveyron;44.366667;2.683333
Agencourt;47.133333;4.983333
Agenville;50.166667;2.1
